country,year,life_ladder,log_gdp_per_capita,social_support,life_expec,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect,confidence_in_national_government,democratic_quality,delivery_quality,standard_deviation_of_ladder_by_country_year,standard_deviation_mean_of_ladder_by_country_year,gini_index_world_bank_estimate,gini_index_world_bank_estimate_average_2000_15,gini_of_household_income_reported_in_gallup_by_wp5_year,continent,country_code,populacao_2020
Afghanistan,2017,2.6617181301116943,7.460143566131592,0.4908800721168518,52.33952713012695,0.4270108640193939,-0.10634034872055054,0.9543925523757935,0.4963485598564148,0.37132617831230164,0.26117852330207825,NA,NA,1.4540507793426514,0.5462827682495117,NA,NA,0.2865988612174988,Asia,4,38928.341
Albania,2017,4.639548301696777,9.37371826171875,0.6376982927322388,69.0516586303711,0.7496110200881958,-0.035140376538038254,0.8761346340179443,0.6692408919334412,0.3338841199874878,0.457737535238266,NA,NA,2.6821048259735107,0.5780960917472839,NA,0.30325,0.41048797965049744,Europe,8,2877.8
Algeria,2017,5.248912334442139,9.540244102478027,0.8067538738250732,65.699188232421875,0.4366704821586609,-0.19467012584209442,0.6997742056846619,0.6419796347618103,0.2887100279331207,NA,NA,NA,2.039764642715454,0.38860711455345154,NA,0.276,0.5275557637214661,Africa,12,43851.043000000005
Argentina,2017,6.039330005645752,9.84351921081543,0.9066991209983826,67.53870391845703,0.8319661617279053,-0.1862999051809311,0.8410524725914001,0.8094226121902466,0.2917172610759735,0.3054302930831909,NA,NA,2.4093289375305176,0.39893975853919983,NA,0.4760666666666667,0.39417579770088196,Americas,32,45195.777
Armenia,2017,4.287736415863037,9.034710884094238,0.6979249119758606,65.12568664550781,0.6136970520019531,-0.13216617703437805,0.8646833300590515,0.6250138282775879,0.4371487498283386,0.2469009906053543,NA,NA,2.325378894805908,0.5423325300216675,NA,0.3250666666666667,0.47887659072875977,Asia,51,2963.2340000000004
Australia,2017,7.25703763961792,10.711827278137207,0.9499578475952148,72.78334045410156,0.9105501770973206,0.30169326066970825,0.41134652495384216,0.7800788879394531,0.22536097466945648,0.45340695977211,NA,NA,1.7456989288330078,0.24055255949497223,NA,0.34275,0.4283409118652344,Oceania,36,25499.881
Austria,2017,7.293727874755859,10.716225624084473,0.9062178134918213,72.359710693359375,0.890030562877655,0.12499673664569855,0.5183038115501404,0.7475687265396118,0.18026871979236603,0.43590793013572693,NA,NA,1.561061978340149,0.214028000831604,NA,0.3038181818181818,0.3229416310787201,Europe,40,9006.400000000001
Azerbaijan,2017,5.152279376983643,9.653929710388184,0.7870393991470337,63.075313568115234,0.7310304641723633,-0.24748066067695618,0.6525390148162842,0.5923592448234558,0.19831866025924683,0.7665834426879883,NA,NA,1.6737568378448486,0.32485753297805786,NA,0.22883333333333333,0.3137432634830475,Asia,31,10139.175
Bahrain,2017,6.227320671081543,10.686713218688965,0.8757471442222595,66.123992919921875,0.9058585166931152,0.12075917422771454,NA,0.8135705590248108,0.2897595167160034,NA,NA,NA,2.2155256271362305,0.3557750880718231,NA,NA,0.4466093182563782,Asia,48,1701.5830000000003
Bangladesh,2017,4.3097710609436035,8.163092613220215,0.7125527858734131,62.504154205322266,0.8962171673774719,0.017536194995045662,0.6350144743919373,0.5688270926475525,0.21350575983524323,0.8766464591026306,NA,NA,1.865365982055664,0.4328225255012512,NA,0.32899999999999996,0.532750129699707,Asia,50,164689.383
Belarus,2017,5.552915096282959,9.719829559326172,0.9002557992935181,66.60596466064453,0.6209792494773865,-0.13058209419250488,0.6541134119033813,0.540905773639679,0.23276807367801666,0.44791629910469055,NA,NA,1.662563681602478,0.29940375685691833,NA,0.28187500000000004,0.28325021266937256,Europe,112,9449.321
Belgium,2017,6.928347587585449,10.65765380859375,0.921639084815979,72.14292907714844,0.8568019866943359,0.045481469482183456,0.5430460572242737,0.7863675951957703,0.23359769582748413,0.4497319161891937,NA,NA,1.510013222694397,0.2179470956325531,NA,0.2851818181818182,0.35437384247779846,Europe,56,11589.615999999998
Benin,2017,4.853180885314941,7.632502555847168,0.4358789920806885,51.79475021362305,0.7268082499504089,-0.040269434452056885,0.7672346234321594,0.6147223114967346,0.4579203426837921,0.6150892972946167,NA,NA,2.99812650680542,0.6177652478218079,NA,0.4326666666666667,0.5770696997642517,Africa,204,12123.198000000004
Bolivia,2017,5.650552749633789,8.832608222961426,0.7786617875099182,60.34379577636719,0.8839049339294434,-0.1159878522157669,0.8192619681358337,0.6981953978538513,0.4339435398578644,0.4276329576969147,NA,NA,2.2504842281341553,0.39827683568000793,NA,0.5316428571428571,0.40588659048080444,Americas,68,11673.029
Bosnia & Herzegovina,2017,5.089902400970459,9.371712684631348,0.7752952575683594,67.9944839477539,0.5637986660003662,0.08958946168422699,0.9233430624008179,0.5973416566848755,0.27074551582336426,0.12637971341609955,NA,NA,2.2810065746307373,0.44814348220825195,NA,0.32725000000000004,0.4862038791179657,Europe,70,3280.8149999999996
Botswana,2017,3.5048811435699463,9.683658599853516,0.7682586312294006,58.013214111328125,0.8173080086708069,-0.25824928283691406,0.7314414978027344,0.6563964486122131,0.27625250816345215,0.7708210945129395,NA,NA,2.6694254875183105,0.7616308331489563,NA,0.626,0.637864351272583,Africa,72,2351.625
Brazil,2017,6.3329291343688965,9.547693252563477,0.9046942591667175,65.4537353515625,0.7647925615310669,-0.18726469576358795,0.7944573760032654,0.7159451246261597,0.30771690607070923,0.1654902696609497,NA,NA,2.530506134033203,0.39957910776138306,NA,0.5502142857142858,0.39262256026268005,Americas,76,212559.409
Bulgaria,2017,5.096901893615723,9.822961807250977,0.9417545795440674,66.41548919677734,0.6890470385551453,-0.16003866493701935,0.9107997417449951,0.6142167448997498,0.18863734602928162,0.32608795166015625,NA,NA,1.8523638248443604,0.36342936754226685,NA,0.35466666666666663,0.343219518661499,Europe,100,6948.445000000001
Burkina Faso,2017,4.646891117095947,7.434531211853027,0.784761369228363,52.39947509765625,0.6137747168540955,-0.05128677934408188,0.7274513244628906,0.5851724743843079,0.3538210690021515,0.5406561493873596,NA,NA,2.19759202003479,0.4729166030883789,NA,0.39466666666666667,0.5531443357467651,Africa,854,20903.278
Cambodia,2017,4.585842132568359,8.202580451965332,0.7650949358940125,58.63087463378906,0.9637746810913086,0.08671936392784119,0.8210229277610779,0.7986166477203369,0.4082838296890259,0.752442479133606,NA,NA,2.732651472091675,0.5958886742591858,NA,NA,0.5456905961036682,Asia,116,16718.971
Cameroon,2017,5.074051380157471,8.128399848937988,0.6945964097976685,50.14022445678711,0.7669450044631958,-0.0310556311160326,0.8435856103897095,0.6323387622833252,0.3774987459182739,0.5787755250930786,NA,NA,2.8152244091033936,0.5548277497291565,NA,0.438,0.5652372241020203,Africa,120,26545.863999999998
Central African Republic,2017,3.4758620262145996,NA,0.31958913803100586,44.64535140991211,0.6452523469924927,NA,0.8895660042762756,0.6138651967048645,0.5993354916572571,0.6502848863601685,NA,NA,2.8070738315582275,0.8075907230377197,NA,0.499,0.7153712511062622,Africa,140,4829.764
Chad,2017,4.558937072753906,7.490785121917725,0.6606155633926392,45.98406219482422,0.6148496866226196,-0.002929057227447629,0.7923899292945862,0.6275031566619873,0.538245439529419,0.4735443890094757,NA,NA,2.880960464477539,0.6319369077682495,NA,0.4155,0.5615192651748657,Africa,148,16425.859
Chile,2017,6.320119380950928,10.037578582763672,0.8798407912254333,69.60894012451172,0.7901164889335632,-0.035265177488327026,0.8359875082969666,0.8384748101234436,0.2910420894622803,0.26828330755233765,NA,NA,2.1624202728271484,0.34214863181114197,NA,0.49157142857142855,0.5746470093727112,Americas,152,19116.208999999995
China,2017,5.099061489105225,9.635466575622559,0.7720332145690918,69.30279541015625,0.877617597579956,-0.19463473558425903,NA,0.8210972547531128,0.2140047550201416,NA,NA,NA,2.2716639041900635,0.4455062747001648,NA,0.42500000000000004,0.6333549618721008,Asia,156,1439323.7739999997
Colombia,2017,6.157341957092285,9.490860939025879,0.9092499613761902,64.13578033447266,0.8375546336174011,-0.16587814688682556,0.8750181198120117,0.8369269967079163,0.2993089556694031,0.22188259661197662,NA,NA,2.5448215007781982,0.41329872608184814,NA,0.5525,0.542027473449707,Americas,170,50882.884
Costa Rica,2017,7.225181579589844,9.670634269714355,0.9216971397399902,69.86730194091797,0.9356184601783752,-0.07826852798461914,0.7423507571220398,0.8743958473205566,0.2754400670528412,0.4074484407901764,NA,NA,2.079983949661255,0.2878798246383667,NA,0.4913125,0.4693082273006439,Americas,188,5094.114
Croatia,2017,5.343165874481201,10.014188766479492,0.7703096866607666,67.01551055908203,0.7158222794532776,-0.10941725224256516,0.8915597200393677,0.655305027961731,0.31648823618888855,0.21100066602230072,NA,NA,1.5708214044570923,0.2939870059490204,NA,0.32333333333333336,0.338284969329834,Europe,191,4105.268
Cyprus,2017,6.062051296234131,10.361367225646973,0.8186710476875305,72.7627944946289,0.8116706609725952,0.03628666698932648,0.8512064218521118,0.784188449382782,0.30051660537719727,0.31265342235565186,NA,NA,2.3695249557495117,0.3908784091472626,NA,0.32490909090909087,0.41013842821121216,Asia,196,1207.3609999999999
Czechia,2017,6.789567947387695,10.39345932006836,0.9009689688682556,71.4510269165039,0.8317855000495911,-0.18459008634090424,0.8665249943733215,0.7387439608573914,0.22664979100227356,0.3438708186149597,NA,NA,1.6971344947814941,0.24996207654476166,NA,0.2647272727272727,0.2829456627368927,Europe,203,10708.982000000004
Denmark,2017,7.59370231628418,10.74898910522461,0.9521000981330872,71.6624984741211,0.9554163217544556,0.14538709819316864,0.18114756047725677,0.8236674070358276,0.20577530562877655,0.5723533034324646,NA,NA,1.6680742502212524,0.21966548264026642,NA,0.2670909090909091,0.63081294298172,Europe,208,5792.203000000001
Dominican Republic,2017,5.605202674865723,9.594573974609375,0.8943681120872498,63.495994567871094,0.8553590178489685,-0.127092182636261,0.7604896426200867,0.7389436364173889,0.27474552392959595,0.4599013328552246,NA,NA,3.2408370971679688,0.5781837701797485,NA,0.48868750000000005,0.4809132218360901,Americas,214,10847.904000000002
Ecuador,2017,5.8395185470581055,9.223260879516602,0.8489417433738708,67.3420639038086,0.8791281580924988,-0.16995546221733093,0.7335887551307678,0.8291419744491577,0.31434348225593567,0.6405128836631775,NA,NA,2.6931753158569336,0.46119818091392517,NA,0.5059285714285714,0.41333431005477905,Americas,218,17643.06
Egypt,2017,3.9293441772460938,9.260223388671875,0.6382263898849487,61.57379150390625,0.5925047993659973,-0.16194474697113037,NA,0.539322555065155,0.4144937992095947,NA,NA,NA,2.289860725402832,0.5827590227127075,NA,0.31220000000000003,0.3808148503303528,Africa,818,102334.40299999999
El Salvador,2017,6.33931827545166,9.001176834106445,0.8289526104927063,64.311370849609375,0.7578273415565491,-0.18029096722602844,0.7777485847473145,0.8488506078720093,0.2684483528137207,0.2702350616455078,NA,NA,2.477155923843384,0.3907606303691864,NA,0.46118750000000003,0.4021952450275421,Americas,222,6486.201
Estonia,2017,5.938395977020264,10.285844802856445,0.9356863498687744,67.28438568115234,0.8617492318153381,-0.10958832502365112,0.6684022545814514,0.805217981338501,0.16016410291194916,0.4059462547302246,NA,NA,1.8518399000167847,0.311841756105423,NA,0.333,0.3965996205806732,Europe,233,1326.5390000000002
Ethiopia,2017,4.1803154945373535,7.439281940460205,0.7335397601127625,56.728267669677734,0.7171012163162231,0.011871224269270897,0.7568989396095276,0.6085147857666016,0.30443617701530457,0.7683542966842651,NA,NA,1.8299158811569214,0.4377458691596985,NA,0.315,0.4202674925327301,Africa,231,114963.58300000001
Finland,2017,7.788251876831055,10.612338066101074,0.9638264179229736,71.69696044921875,0.9621989727020264,-0.012173655442893505,0.19241277873516083,0.7871370911598206,0.17606578767299652,0.5975385904312134,NA,NA,1.416398286819458,0.1818634420633316,NA,0.2759090909090908,0.42561444640159607,Europe,246,5540.718000000001
France,2017,6.635222434997559,10.560773849487305,0.9314945936203003,72.58893585205078,0.8338901400566101,-0.13358496129512787,0.6014860272407532,0.7620977759361267,0.24198393523693085,0.37479352951049805,NA,NA,1.6310644149780273,0.2458191066980362,NA,0.32030000000000003,0.3728552460670471,Europe,250,65273.511999999995
Gabon,2017,4.782382965087891,9.715631484985352,0.8069411516189575,57.12616729736328,0.6523595452308655,-0.250832200050354,0.868305504322052,0.6340471506118774,0.44612428545951843,0.2869892418384552,NA,NA,2.4571311473846436,0.5137880444526672,NA,0.42200000000000004,0.5892301797866821,Africa,266,2225.728
Georgia,2017,4.450774669647217,9.169097900390625,0.5904951691627502,64.34745025634766,0.820908784866333,-0.23142260313034058,0.589631974697113,0.5811277031898499,0.20963960886001587,0.2963962256908417,NA,NA,1.7750799655914307,0.3988249599933624,NA,0.40343750000000006,0.45427650213241577,Asia,268,3989.175
Germany,2017,7.074324607849121,10.711183547973633,0.8921660780906677,71.0791015625,0.8407278656959534,0.13530753552913666,0.41402119398117065,0.7365657091140747,0.19643481075763702,0.6229356527328491,NA,NA,1.441730260848999,0.2037975788116455,NA,0.31157142857142855,0.3195973336696625,Europe,276,83783.945
Ghana,2017,5.481310844421387,8.326971054077148,0.6691110730171204,54.86589050292969,0.7830463647842407,0.0849904790520668,0.8386099934577942,0.702511727809906,0.24751894176006317,0.6702885627746582,NA,NA,2.551119565963745,0.4654214382171631,NA,0.42500000000000004,0.5012015104293823,Africa,288,31072.945
Greece,2017,5.1482415199279785,10.117517471313477,0.7528995275497437,71.78034210205078,0.4383000135421753,-0.2967349886894226,0.8722394704818726,0.6029390096664429,0.3328307569026947,0.13988089561462402,NA,NA,2.4116311073303223,0.4684378206729889,NA,0.34690909090909094,0.34670594334602356,Europe,300,10423.056
Guatemala,2017,6.325118541717529,8.91890811920166,0.8264920711517334,63.38197708129883,0.9145216941833496,-0.06172860041260719,0.799747884273529,0.845865786075592,0.3080861568450928,0.45862385630607605,NA,NA,2.8589460849761963,0.4519988000392914,NA,0.52675,0.49531856179237366,Americas,320,17915.566999999995
Guinea,2017,4.873722553253174,7.527477264404297,0.63402557373046875,51.151817321777344,0.7382128238677979,0.05430758371949196,0.7500262260437012,0.7044771313667297,0.4224608838558197,0.6399807929992676,NA,NA,2.969935417175293,0.6093772053718567,NA,0.387,0.6183533072471619,Africa,324,13132.791999999998
Haiti,2017,3.8238656520843506,7.403176307678223,0.6469849944114685,53.347007751464844,0.48442915081977844,0.3845103085041046,0.64719158411026,0.5733667016029358,0.3216927647590637,0.4350769519805908,NA,NA,2.156944990158081,0.5640744566917419,NA,0.409,0.5744730234146118,Americas,332,11402.533000000003
Honduras,2017,6.019985675811768,8.404379844665527,0.8433549404144287,63.75267028808594,0.8983774185180664,0.08007407188415527,0.7834294438362122,0.8422009348869324,0.24838334321975708,0.49558502435684204,NA,NA,2.9635860919952393,0.4922912120819092,NA,0.5556,0.5615590214729309,Americas,340,9904.608
Hong Kong SAR China,2017,5.3624749183654785,10.917166709899902,0.8310663104057312,76.53636169433594,0.8306572437286377,0.12293470650911331,0.4158101975917816,0.6395334601402283,0.20059341192245483,0.5450407266616821,NA,NA,1.7845594882965088,0.33278653025627136,NA,NA,0.4712783992290497,Asia,344,7496.987999999999
Hungary,2017,6.065038681030273,10.193238258361816,0.8767475485801697,67.19336700439453,0.6611659526824951,-0.15079303085803986,0.886361300945282,0.7351842522621155,0.180921271443367,0.3777705132961273,NA,NA,1.7924091815948486,0.29553136229515076,NA,0.29681818181818187,0.3307532072067261,Europe,348,9660.349999999999
Iceland,2017,7.4762139320373535,10.760409355163574,0.966752827167511,72.7559814453125,0.9387832880020142,0.2354787141084671,0.726845383644104,0.8952545523643494,0.14816001057624817,0.36504194140434265,NA,NA,1.6300908327102661,0.218036949634552,NA,0.28009090909090906,0.3324379026889801,Europe,352,341.25
India,2017,4.046111106872559,8.76845645904541,0.606767475605011,59.502628326416016,0.8858504295349121,-0.05450280010700226,0.7808027863502502,0.6820909976959229,0.3179367780685425,0.8392783999443054,NA,NA,1.6598275899887085,0.41022789478302,NA,0.35200000000000004,0.3801121711730957,Asia,356,1380004.385
Indonesia,2017,5.0984015464782715,9.32216739654541,0.7955892086029053,60.584415435791016,0.8650262951850891,0.47297385334968567,0.9004164338111877,0.8625841736793518,0.31917157769203186,0.8257653713226318,NA,NA,2.325179100036621,0.45606040954589844,NA,0.395,0.4497082531452179,Asia,360,273523.62100000004
Iran,2017,4.716783046722412,9.853448867797852,0.7142329216003418,65.96455383300781,0.7306351661682129,0.1827351152896881,0.7149413228034973,0.6936660408973694,0.4385339021682739,NA,NA,NA,2.4971790313720703,0.5294241905212402,NA,0.41319999999999996,0.852039635181427,Asia,364,83992.953
Iraq,2017,4.462399005889893,9.622719764709473,0.6951093673706055,61.04584503173828,0.6277220249176025,-0.038429033011198044,0.7571088075637817,0.5052885413169861,0.590538740158081,0.42405077815055847,NA,NA,2.899484872817993,0.6497592329978943,NA,0.2905,0.5503681302070618,Asia,368,40222.503000000004
Ireland,2017,7.060155391693115,11.066487312316895,0.943481981754303,71.70978546142578,0.9053411483764648,0.20680174231529236,0.33708474040031433,0.8333889245986938,0.21278412640094757,0.6037996411323547,NA,NA,1.7613344192504883,0.24947530031204224,NA,0.3255454545454545,0.3674541711807251,Europe,372,4937.796
Israel,2017,7.33103609085083,10.406131744384766,0.9164408445358276,71.865081787109375,0.7680763006210327,0.13715851306915283,0.7926522493362427,0.6735913157463074,0.27644315361976624,0.3893681466579437,NA,NA,1.5226829051971436,0.20770364999771118,NA,0.41100000000000003,0.24560123682022095,Asia,376,8655.541
Italy,2017,6.1988701820373535,10.472474098205566,0.9197912216186523,74.134796142578125,0.6328432559967041,-0.043380703777074814,0.8666679263114929,0.6611807346343994,0.3228461444377899,0.2301962971687317,NA,NA,1.9272465705871582,0.310902863740921,NA,0.3412727272727273,0.34670838713645935,Europe,380,60461.827999999994
Jamaica,2017,5.889759063720703,9.025864601135254,0.9130298495292664,65.81879425048828,0.8606763482093811,-0.1308327317237854,0.8827961683273315,0.7692821621894836,0.24339963495731354,0.3482017517089844,NA,NA,2.3993377685546875,0.4073745310306549,NA,0.469,0.5645352602005005,Americas,388,2961.161
Japan,2017,5.9106764793396,10.568168640136719,0.8819612860679626,75.317291259765625,0.8493965864181519,-0.22329679131507874,0.6591986417770386,0.7403876185417175,0.1755121797323227,0.41248995065689087,NA,NA,1.9502569437026978,0.32995495200157166,NA,0.321,0.42615368962287903,Asia,392,126476.45799999998
Jordan,2017,4.808082580566406,9.025333404541016,0.8146645426750183,64.417877197265625,0.7662624716758728,-0.15152287483215332,NA,0.6277983784675598,0.3915051817893982,NA,NA,NA,2.523892402648926,0.524927020072937,NA,0.34299999999999997,0.36360621452331543,Asia,400,10203.140000000001
Kazakhstan,2017,5.882351398468018,10.071870803833008,0.9140931963920593,64.19999694824219,0.7452439665794373,-0.04917849227786064,0.7552506923675537,0.7567622065544128,0.17148640751838684,0.7557057738304138,NA,NA,1.7453237771987915,0.29670512676239014,NA,0.29506666666666664,0.33724287152290344,Asia,398,18776.707000000002
Kenya,2017,4.475654125213623,8.010254859924316,0.7146043181419373,58.68983840942383,0.8533943891525269,0.250179260969162,0.8540003895759583,0.7884522080421448,0.2302103042602539,0.6378625631332397,NA,NA,2.5323634147644043,0.5658085346221924,NA,0.485,0.5213319659233093,Africa,404,53771.299999999996
Kuwait,2017,6.093905448913574,11.11179256439209,0.8534913063049316,65.37895965576172,0.8841816186904907,-0.048504289239645004,NA,0.6920719146728516,0.30732080340385437,NA,NA,NA,2.355753183364868,0.38657528162002563,NA,NA,0.5918614268302917,Asia,414,4270.562999999999
Kyrgyzstan,2017,5.6295366287231445,8.112040519714355,0.882586658000946,62.8996467590332,0.8593897819519043,0.1666673719882965,0.8744944930076599,0.7551252245903015,0.16043831408023834,0.5616727471351624,NA,NA,1.9013910293579102,0.33775267004966736,NA,0.306375,0.38215088844299316,Asia,417,6524.191000000001
